Name	gene_id
NBRY_BTAF1_0001	Btaf1
NBRY_BTBD10_0001	Btbd10
NBRY_BTBD11_0001	Btbd11
NBRY_BTBD16_0001	Btbd16
NBRY_BTBD16_0002	Btbd16
NBRY_BTBD17_0001	Btbd17
NBRY_BTBD18_0001	Btbd18
NBRY_BTBD19_0001	Btbd19
NBRY_BTBD1_0001	Btbd1
NBRY_BTBD2_0001	Btbd2
NBRY_BTBD3_0001	Btbd3
NBRY_BTBD6_0001	Btbd6
NBRY_BTBD7_0001	Btbd7
NBRY_BTBD8_0001	Btbd8
NBRY_BTBD9_0001	Btbd9
NBRY_BTC_0001	Btc
NBRY_BTD_0001	Btd
NBRY_BTF3L4_0001	Btf3l4
NBRY_BTF3_0001	Btf3
NBRY_BTF3_0002	Btf3
NBRY_BTG1_0001	Btg1
NBRY_BTG1_0002	Btg1
NBRY_BTG2_0001	Btg2
NBRY_BTG3_0001	Btg3
NBRY_BTK_0001	Btk
NBRY_BTN1A1_0001	Btn1a1
NBRY_BTN2A2_0001	Btn2a2
NBRY_BTNL10_0001	Btnl10
NBRY_BTNL2_0001	Btnl2
NBRY_BTNL3_0001	Btnl3
NBRY_BTNL4_0001	Btnl4
NBRY_BTNL9_0001	Btnl9
NBRY_BTRC_0001	Btrc
NBRY_BUB1_0001	Bub1
NBRY_BUB3_0001	Bub3
NBRY_BUB3_0002	Bub3
NBRY_BUD13_0001	Bud13
NBRY_BUD23_0001	Bud23
NBRY_BUD31_0001	Bud31
NBRY_BVES_0001	Bves
NBRY_BX255925-3_0001	BX255925.3
NBRY_BYSL_0001	Bysl
NBRY_BZW1_0001	Bzw1
NBRY_BZW2_0001	Bzw2
NBRY_C10H4ORF19_0001	C10H4orf19
NBRY_C10H4ORF36_0001	C10H4orf36
NBRY_C10H4ORF50_0001	C10H4orf50
NBRY_C11H5ORF22_0001	C11H5orf22
NBRY_C11H5ORF34_0001	C11H5orf34
NBRY_C12H21ORF62_0001	C12H21orf62
NBRY_C12H22ORF39_0001	C12H22orf39
NBRY_C130026I21RIK_0001	C130026I21Rik
NBRY_C130060K24RIK_0001	C130060K24Rik
NBRY_C130060K24RIK_0002	C130060K24Rik
NBRY_C130074G19RIK_0001	C130074G19Rik
NBRY_C14H14ORF180_0001	C14H14orf180
NBRY_C15H1ORF105_0001	C15H1orf105
NBRY_C15H1ORF112_0001	C15H1orf112
NBRY_C15H1ORF226_0001	C15H1orf226
NBRY_C15H1ORF74_0001	C15H1orf74
NBRY_C15H2ORF76_0001	C15H2orf76
NBRY_C16ORF72_0001	C16orf72
NBRY_C16_21H10ORF105_0001	C16_21H10orf105
NBRY_C16_21H21ORF58_0001	C16_21H21orf58
NBRY_C16_21H2ORF49_0001	C16_21H2orf49
NBRY_C16_21H6ORF136_0001	C16_21H6orf136
NBRY_C16_21H6ORF47_0001	C16_21H6orf47
NBRY_C17H13ORF46_0001	C17H13orf46
NBRY_C17H4ORF47_0001	C17H4orf47
NBRY_C17H8ORF48_0001	C17H8orf48
NBRY_C18H12ORF29_0001	C18H12orf29
NBRY_C18H12ORF42_0001	C18H12orf42
NBRY_C18ORF54_0001	C18orf54
NBRY_C19H18ORF21_0001	C19H18orf21
NBRY_C1D_0001	C1d
NBRY_C1GALT1C1_0001	C1galt1c1
NBRY_C1GALT1_0001	C1galt1
NBRY_C1H10ORF120_0001	C1H10orf120
NBRY_C1H10ORF82_0001	C1H10orf82
NBRY_C1H10ORF88_0001	C1H10orf88
NBRY_C1H10ORF90_0001	C1H10orf90
NBRY_C1H11ORF42_0001	C1H11orf42
NBRY_C1H11ORF58_0001	C1H11orf58
NBRY_C1H11ORF58_0002	C1H11orf58
NBRY_C1H11ORF68_0001	C1H11orf68
NBRY_C1H11ORF86_0001	C1H11orf86
NBRY_C1H11ORF95_0001	C1H11orf95
NBRY_C1H15ORF40_0001	C1H15orf40
NBRY_C1H16ORF54_0001	C1H16orf54
NBRY_C1H19ORF12_0001	C1H19orf12
NBRY_C1H19ORF33_0001	C1H19orf33
NBRY_C1H19ORF48_0001	C1H19orf48
NBRY_C1H19ORF84_0001	C1H19orf84
NBRY_C1QBP_0001	C1qbp
NBRY_C1QBP_0002	C1qbp
NBRY_C1QB_0001	C1qb
NBRY_C1QC_0001	C1qc
NBRY_C1QL1_0001	C1ql1
NBRY_C1QL2_0001	C1ql2
NBRY_C1QL3_0001	C1ql3
NBRY_C1QL4_0001	C1ql4
NBRY_C1QTNF12_0001	C1qtnf12
NBRY_C1QTNF1_0001	C1qtnf1
NBRY_C1QTNF2_0001	C1qtnf2
NBRY_C1QTNF3_0001	C1qtnf3
NBRY_C1QTNF4_0001	C1qtnf4
NBRY_C1QTNF6_0001	C1qtnf6
NBRY_C1QTNF7_0001	C1qtnf7
NBRY_C1QTNF9B_0001	C1qtnf9b
NBRY_C1QTNF9_0001	C1qtnf9
NBRY_C1R_0001	C1r
NBRY_C1S_0001	C1s
NBRY_C20H22ORF23_0001	C20H22orf23
NBRY_C20H8ORF33_0001	C20H8orf33
NBRY_C22H19ORF25_0001	C22H19orf25
NBRY_C22H2ORF50_0001	C22H2orf50
NBRY_C23H12ORF65_0001	C23H12orf65
NBRY_C23H7ORF50_0001	C23H7orf50
NBRY_C2CD2L_0001	C2cd2l
NBRY_C2CD2_0001	C2cd2
NBRY_C2CD3_0001	C2cd3
NBRY_C2CD4A_0001	C2cd4a
NBRY_C2CD4B_0001	C2cd4b
NBRY_C2CD4C_0001	C2cd4c
NBRY_C2CD4D_0001	C2cd4d
NBRY_C2CD5_0001	C2cd5
NBRY_C2H1ORF109_0001	C2H1orf109
NBRY_C2H1ORF122_0001	C2H1orf122
NBRY_C2H1ORF127_0001	C2H1orf127
NBRY_C2H1ORF167_0001	C2H1orf167
NBRY_C2H1ORF167_0002	C2H1orf167
NBRY_C2H1ORF210_0001	C2H1orf210
NBRY_C2H1ORF216_0001	C2H1orf216
NBRY_C2H1ORF50_0001	C2H1orf50
NBRY_C2H1ORF87_0001	C2H1orf87
NBRY_C2H8ORF37_0001	C2H8orf37
NBRY_C2H9ORF24_0001	C2H9orf24
NBRY_C2ORF16_0001	C2orf16
NBRY_C2_0001	C2
NBRY_C330018D20RIK_0001	C330018D20Rik
NBRY_C3AR1_0001	C3ar1
NBRY_C3H12ORF71_0001	C3H12orf71
NBRY_C3H2ORF42_0001	C3H2orf42
NBRY_C3H3ORF20_0001	C3H3orf20
NBRY_C3_0001	C3
NBRY_C4BPA_0001	C4bpa
NBRY_C4BPB_0001	C4bpb
NBRY_C4B_0001	C4b
NBRY_C4H11ORF49_0001	C4H11orf49
NBRY_C4H20ORF194_0001	C4H20orf194
NBRY_C4H20ORF27_0001	C4H20orf27
NBRY_C4H20ORF96_0001	C4H20orf96
NBRY_C4H9ORF116_0001	C4H9orf116
NBRY_C4H9ORF50_0001	C4H9orf50
NBRY_C5AR1_0001	C5ar1
NBRY_C5AR2_0001	C5ar2
NBRY_C5H10ORF67_0001	C5H10orf67
NBRY_C5H16ORF74_0001	C5H16orf74
NBRY_C5H16ORF78_0001	C5H16orf78
NBRY_C5H16ORF86_0001	C5H16orf86
NBRY_C5H16ORF87_0001	C5H16orf87
NBRY_C5H19ORF53_0001	C5H19orf53
NBRY_C5H1ORF131_0001	C5H1orf131
NBRY_C5H1ORF198_0001	C5H1orf198
NBRY_C5H4ORF51_0001	C5H4orf51
NBRY_C5H4ORF51_0002	C5H4orf51
NBRY_C6H1ORF189_0001	C6H1orf189
NBRY_C6H1ORF43_0001	C6H1orf43
NBRY_C6H1ORF52_0001	C6H1orf52
NBRY_C6H3ORF80_0001	C6H3orf80
NBRY_C6H4ORF33_0001	C6H4orf33
NBRY_C6ORF52_0001	C6orf52
NBRY_C7H11ORF52_0001	C7H11orf52
NBRY_C7H11ORF54_0001	C7H11orf54
NBRY_C7H11ORF87_0001	C7H11orf87
NBRY_C7H4ORF48_0001	C7H4orf48
NBRY_C7_0001	C7
NBRY_C7_0002	C7
NBRY_C7_0003	C7
NBRY_C87436_0001	C87436
NBRY_C8AH6ORF118_0001	C8AH6orf118
NBRY_C8AH6ORF120_0001	C8AH6orf120
NBRY_C8A_0001	C8a
NBRY_C8BH16ORF71_0001	C8BH16orf71
NBRY_C8BH16ORF72_0001	C8BH16orf72
NBRY_C8BH16ORF90_0001	C8BH16orf90
NBRY_C8BH16ORF91_0001	C8BH16orf91
NBRY_C8BH16ORF96_0001	C8BH16orf96
NBRY_C8BH17ORF49_0001	C8BH17orf49
NBRY_C8BH17ORF50_0001	C8BH17orf50
NBRY_C8BH17ORF58_0001	C8BH17orf58
NBRY_C8BH17ORF67_0001	C8BH17orf67
NBRY_C8BH17ORF75_0001	C8BH17orf75
NBRY_C8BH5ORF47_0001	C8BH5orf47
NBRY_C8B_0001	C8b
NBRY_C8G_0001	C8g
NBRY_C8ORF76_0001	C8orf76
NBRY_C9H10ORF71_0001	C9H10orf71
NBRY_C9H14ORF93_0001	C9H14orf93
NBRY_C9H3ORF14_0001	C9H3orf14
NBRY_C9ORF72_0001	C9orf72
NBRY_CA13_0001	Ca13
NBRY_CA4_0001	Ca4
NBRY_CA5A_0001	Ca5a
NBRY_CA6_0001	Ca6
NBRY_CA7_0001	Ca7
NBRY_CA9_0001	Ca9
NBRY_CAAP1_0001	Caap1
NBRY_CAB39L_0001	Cab39l
NBRY_CAB39_0001	Cab39
NBRY_CABCOCO1_0001	Cabcoco1
NBRY_CABCOCO1_0002	Cabcoco1
NBRY_CABIN1_0001	Cabin1
NBRY_CABIN1_0002	Cabin1
NBRY_CABLES1_0001	Cables1
NBRY_CABLES2_0001	Cables2
NBRY_CABP1_0001	Cabp1
NBRY_CABP1_0002	Cabp1
NBRY_CABP2_0001	Cabp2
NBRY_CABP4_0001	Cabp4
NBRY_CABP4_0002	Cabp4
NBRY_CABP5_0001	Cabp5
NBRY_CABP7_0001	Cabp7
NBRY_CABS1_0001	Cabs1
NBRY_CABYR_0001	Cabyr
NBRY_CACFD1_0001	Cacfd1
NBRY_CACHD1_0001	Cachd1
NBRY_CACNA1A_0001	Cacna1a
NBRY_CACNA1B_0001	Cacna1b
NBRY_CACNA1B_0002	Cacna1b
NBRY_CACNA1B_0003	Cacna1b
NBRY_CACNA1B_0004	Cacna1b
NBRY_CACNA1B_0005	Cacna1b
NBRY_CACNA1B_0006	Cacna1b
NBRY_CACNA1C_0001	Cacna1c
NBRY_CACNA1C_0002	Cacna1c
NBRY_CACNA1D_0001	Cacna1d
NBRY_CACNA1D_0002	Cacna1d
NBRY_CACNA1E_0001	Cacna1e
NBRY_CACNA1E_0002	Cacna1e
NBRY_CACNA1E_0003	Cacna1e
NBRY_CACNA1E_0004	Cacna1e
NBRY_CACNA1E_0005	Cacna1e
NBRY_CACNA1F_0001	Cacna1f
NBRY_CACNA1G_0001	Cacna1g
NBRY_CACNA1H_0001	Cacna1h
NBRY_CACNA1I_0001	Cacna1i
NBRY_CACNA1I_0002	Cacna1i
NBRY_CACNA1S_0001	Cacna1s
NBRY_CACNA2D1_0001	Cacna2d1
NBRY_CACNA2D2_0001	Cacna2d2
NBRY_CACNA2D3_0001	Cacna2d3
NBRY_CACNA2D3_0002	Cacna2d3
NBRY_CACNA2D4_0001	Cacna2d4
NBRY_CACNA2D4_0002	Cacna2d4
NBRY_CACNA2D4_0003	Cacna2d4
NBRY_CACNB1_0001	Cacnb1
NBRY_CACNB2_0001	Cacnb2
NBRY_CACNB3_0001	Cacnb3
NBRY_CACNB4_0001	Cacnb4
NBRY_CACNG1_0001	Cacng1
NBRY_CACNG2_0001	Cacng2
NBRY_CACNG2_0002	Cacng2
NBRY_CACNG3_0001	Cacng3
NBRY_CACNG4_0001	Cacng4
NBRY_CACNG5_0001	Cacng5
NBRY_CACNG6_0001	Cacng6
NBRY_CACNG8_0001	Cacng8
NBRY_CACTIN_0001	Cactin
NBRY_CACUL1_0001	Cacul1
NBRY_CACYBP_0001	Cacybp
NBRY_CADM1_0001	Cadm1
NBRY_CADM2_0001	Cadm2
NBRY_CADM2_0002	Cadm2
NBRY_CADM3_0001	Cadm3
NBRY_CADM4_0001	Cadm4
NBRY_CADPS2_0001	Cadps2
NBRY_CADPS2_0002	Cadps2
NBRY_CADPS2_0003	Cadps2
NBRY_CADPS_0001	Cadps
NBRY_CADPS_0002	Cadps
NBRY_CAD_0001	Cad
NBRY_CAGE1_0001	Cage1
NBRY_CALB1_0001	Calb1
NBRY_CALB2_0001	Calb2
NBRY_CALCA_0001	Calca
NBRY_CALCB_0001	Calcb
NBRY_CALCOCO1_0001	Calcoco1
NBRY_CALCOCO2_0001	Calcoco2
NBRY_CALCRL_0001	Calcrl
NBRY_CALCR_0001	Calcr
NBRY_CALD1_0001	Cald1
NBRY_CALHM1_0001	Calhm1
NBRY_CALHM2_0001	Calhm2
NBRY_CALHM3_0001	Calhm3
NBRY_CALHM4_0001	Calhm4
NBRY_CALHM5_0001	Calhm5
NBRY_CALHM6_0001	Calhm6
NBRY_CALHM6_0002	Calhm6
NBRY_CALM1_0001	Calm1
NBRY_CALM1_0002	Calm1
NBRY_CALM1_0003	Calm1
NBRY_CALM1_0004	Calm1
NBRY_CALM1_0005	Calm1
NBRY_CALM4_0001	Calm4
NBRY_CALML3_0001	Calml3
NBRY_CALML4_0001	Calml4
NBRY_CALML6_0001	Calml6
NBRY_CALR3_0001	Calr3
NBRY_CALR4_0001	Calr4
NBRY_CALR_0001	Calr
NBRY_CALU_0001	Calu
NBRY_CALY_0001	Caly
NBRY_CAMK1D_0001	Camk1d
NBRY_CAMK1D_0002	Camk1d
NBRY_CAMK1G_0001	Camk1g
NBRY_CAMK1_0001	Camk1
NBRY_CAMK2A_0001	Camk2a
NBRY_CAMK2B_0001	Camk2b
NBRY_CAMK2D_0001	Camk2d
NBRY_CAMK2D_0002	Camk2d
NBRY_CAMK2D_0003	Camk2d
NBRY_CAMK2G_0001	Camk2g
NBRY_CAMK2N1_0001	Camk2n1
NBRY_CAMK4_0001	Camk4
NBRY_CAMKK1_0001	Camkk1
NBRY_CAMKK2_0001	Camkk2
NBRY_CAMKMT_0001	Camkmt
NBRY_CAMKV_0001	Camkv
NBRY_CAMP_0001	Camp
NBRY_CAMSAP1_0001	Camsap1
NBRY_CAMSAP2_0001	Camsap2
NBRY_CAMSAP3_0001	Camsap3
NBRY_CAMTA1_0001	Camta1
NBRY_CAMTA1_0002	Camta1
NBRY_CAMTA2_0001	Camta2
NBRY_CAND1_0001	Cand1
NBRY_CAND2_0001	Cand2
NBRY_CANT1_0001	Cant1
NBRY_CANX_0001	Canx
NBRY_CAP1_0001	Cap1
NBRY_CAP2_0001	Cap2
NBRY_CAP2_0002	Cap2
NBRY_CAPG_0001	Capg
NBRY_CAPG_0002	Capg
NBRY_CAPN10_0001	Capn10
NBRY_CAPN11_0001	Capn11
NBRY_CAPN12_0001	Capn12
NBRY_CAPN12_0002	Capn12
NBRY_CAPN13_0001	Capn13
NBRY_CAPN13_0002	Capn13
NBRY_CAPN15_0001	Capn15
NBRY_CAPN1_0001	Capn1
NBRY_CAPN2_0001	Capn2
NBRY_CAPN3_0001	Capn3
NBRY_CAPN5_0001	Capn5
NBRY_CAPN5_0002	Capn5
NBRY_CAPN6_0001	Capn6
NBRY_CAPN7_0001	Capn7
NBRY_CAPN7_0002	Capn7
NBRY_CAPN7_0003	Capn7
NBRY_CAPN7_0004	Capn7
NBRY_CAPN8_0001	Capn8
NBRY_CAPN8_0002	Capn8
NBRY_CAPN9_0001	Capn9
NBRY_CAPNS1_0001	Capns1
NBRY_CAPNS2_0001	Capns2
NBRY_CAPRIN1_0001	Caprin1
NBRY_CAPRIN2_0001	Caprin2
NBRY_CAPSL_0001	Capsl
NBRY_CAPS_0001	Caps
NBRY_CAPZA1_0001	Capza1
NBRY_CAPZA1_0002	Capza1
NBRY_CAPZA1_0003	Capza1
NBRY_CAPZA1_0004	Capza1
NBRY_CAPZA1_0005	Capza1
NBRY_CAPZA2_0001	Capza2
NBRY_CAPZA3_0001	Capza3
NBRY_CAPZB_0001	Capzb
NBRY_CAR10_0001	Car10
NBRY_CAR11_0001	Car11
NBRY_CAR12_0001	Car12
NBRY_CAR14_0001	Car14
NBRY_CAR15_0001	Car15
NBRY_CAR1_0001	Car1
NBRY_CAR2_0001	Car2
NBRY_CAR3_0001	Car3
NBRY_CAR5B_0001	Car5b
NBRY_CAR8_0001	Car8
NBRY_CARD10_0001	Card10
NBRY_CARD11_0001	Card11
NBRY_CARD11_0002	Card11
NBRY_CARD14_0001	Card14
NBRY_CARD19_0001	Card19
NBRY_CARD6_0001	Card6
NBRY_CARD9_0001	Card9
NBRY_CARF_0001	Carf
NBRY_CARHSP1_0001	Carhsp1
NBRY_CARM1_0001	Carm1
NBRY_CARMIL1_0001	Carmil1
NBRY_CARMIL2_0001	Carmil2
NBRY_CARMIL3_0001	Carmil3
NBRY_CARNMT1_0001	Carnmt1
NBRY_CARNS1_0001	Carns1
NBRY_CARS2_0001	Cars2
NBRY_CARS_0001	Cars
NBRY_CARTPT_0001	Cartpt
NBRY_CASC3_0001	Casc3
NBRY_CASC4_0001	Casc4
NBRY_CASD1_0001	Casd1
NBRY_CASKIN1_0001	Caskin1
NBRY_CASKIN2_0001	Caskin2
NBRY_CASK_0001	Cask
NBRY_CASP12_0001	Casp12
NBRY_CASP14_0001	Casp14
NBRY_CASP16_0001	Casp16
NBRY_CASP1_0001	Casp1
NBRY_CASP2_0001	Casp2
NBRY_CASP3_0001	Casp3
NBRY_CASP6_0001	Casp6
NBRY_CASP7_0001	Casp7
NBRY_CASP8_0001	Casp8
NBRY_CASP9_0001	Casp9
NBRY_CASQ1_0001	Casq1
NBRY_CASQ2_0001	Casq2
NBRY_CASQ2_0002	Casq2
NBRY_CASR_0001	Casr
NBRY_CASS4_0001	Cass4
NBRY_CASTOR1_0001	Castor1
NBRY_CASTOR2_0001	Castor2
NBRY_CAST_0001	Cast
NBRY_CASZ1_0001	Casz1
NBRY_CATSPER1_0001	Catsper1
NBRY_CATSPER2_0001	Catsper2
NBRY_CATSPER3_0001	Catsper3
NBRY_CATSPER4_0001	Catsper4
NBRY_CATSPERB_0001	Catsperb
NBRY_CATSPERB_0002	Catsperb
NBRY_CATSPERD_0001	Catsperd
NBRY_CATSPERD_0002	Catsperd
NBRY_CATSPERD_0003	Catsperd
NBRY_CATSPERE_0001	Catspere
NBRY_CATSPERE_0002	Catspere
NBRY_CATSPERG_0001	Catsperg
NBRY_CATSPERZ_0001	Catsperz
NBRY_CAT_0001	Cat
NBRY_CAV1_0001	Cav1
NBRY_CAV2_0001	Cav2
NBRY_CAV3_0001	Cav3
NBRY_CAVIN1_0001	Cavin1
NBRY_CAVIN2_0001	Cavin2
NBRY_CAVIN3_0001	Cavin3
NBRY_CAVIN4_0001	Cavin4
NBRY_CBARP_0001	Cbarp
NBRY_CBFA2T2_0001	Cbfa2t2
NBRY_CBFA2T3_0001	Cbfa2t3
NBRY_CBFB_0001	Cbfb
NBRY_CBLB_0001	Cblb
NBRY_CBLC_0001	Cblc
NBRY_CBLIF_0001	Cblif
NBRY_CBLL1_0001	Cbll1
NBRY_CBLN1_0001	Cbln1
NBRY_CBLN2_0001	Cbln2
NBRY_CBLN3_0001	Cbln3
NBRY_CBL_0001	Cbl
NBRY_CBL_0002	Cbl
NBRY_CBR1_0001	Cbr1
NBRY_CBR1_0002	Cbr1
NBRY_CBR2_0001	Cbr2
NBRY_CBR2_0002	Cbr2
NBRY_CBR3_0001	Cbr3
NBRY_CBR4_0001	Cbr4
NBRY_CBR4_0002	Cbr4
NBRY_CBR4_0003	Cbr4
NBRY_CBR4_0004	Cbr4
NBRY_CBR4_0005	Cbr4
NBRY_CBR4_0006	Cbr4
NBRY_CBS_0001	Cbs
NBRY_CBWD1_0001	Cbwd1
NBRY_CBX1_0001	Cbx1
NBRY_CBX2_0001	Cbx2
NBRY_CBX3_0001	Cbx3
NBRY_CBX4_0001	Cbx4
NBRY_CBX5_0001	Cbx5
NBRY_CBX6_0001	Cbx6
NBRY_CBX7_0001	Cbx7
NBRY_CBX7_0002	Cbx7
NBRY_CBX7_0003	Cbx7
NBRY_CBX7_0004	Cbx7
NBRY_CBX7_0005	Cbx7
NBRY_CBX7_0006	Cbx7
NBRY_CBX7_0007	Cbx7
NBRY_CBX7_0008	Cbx7
NBRY_CBX7_0009	Cbx7
NBRY_CBX7_0010	Cbx7
NBRY_CBX7_0011	Cbx7
NBRY_CBX7_0012	Cbx7
NBRY_CBX7_0013	Cbx7
NBRY_CBX7_0014	Cbx7
NBRY_CBX7_0015	Cbx7
NBRY_CBX7_0016	Cbx7
NBRY_CBX7_0017	Cbx7
NBRY_CBX7_0018	Cbx7
NBRY_CBX7_0019	Cbx7
NBRY_CBX7_0020	Cbx7
NBRY_CBX7_0021	Cbx7
NBRY_CBX7_0022	Cbx7
NBRY_CBX7_0023	Cbx7
NBRY_CBX7_0024	Cbx7
NBRY_CBX7_0025	Cbx7
NBRY_CBX7_0026	Cbx7
NBRY_CBX7_0027	Cbx7
NBRY_CBX7_0028	Cbx7
NBRY_CBX7_0029	Cbx7
NBRY_CBX7_0030	Cbx7
NBRY_CBX7_0031	Cbx7
NBRY_CBX7_0032	Cbx7
NBRY_CBX7_0033	Cbx7
NBRY_CBX7_0034	Cbx7
NBRY_CBX7_0035	Cbx7
NBRY_CBX7_0036	Cbx7
NBRY_CBX7_0037	Cbx7
NBRY_CBX7_0038	Cbx7
NBRY_CBX7_0039	Cbx7
NBRY_CBX7_0040	Cbx7
NBRY_CBX7_0041	Cbx7
NBRY_CBX7_0042	Cbx7
NBRY_CBX7_0043	Cbx7
NBRY_CBX7_0044	Cbx7
NBRY_CBX7_0045	Cbx7
NBRY_CBX7_0046	Cbx7
NBRY_CBX7_0047	Cbx7
NBRY_CBX7_0048	Cbx7
NBRY_CBX7_0049	Cbx7
NBRY_CBX7_0050	Cbx7
NBRY_CBX7_0051	Cbx7
NBRY_CBX7_0052	Cbx7
NBRY_CBX7_0053	Cbx7
NBRY_CBX7_0054	Cbx7
NBRY_CBX7_0055	Cbx7
NBRY_CBX7_0056	Cbx7
NBRY_CBX7_0057	Cbx7
NBRY_CBX7_0058	Cbx7
NBRY_CBX7_0059	Cbx7
NBRY_CBX8_0001	Cbx8
NBRY_CBY1_0001	Cby1
NBRY_CBY2_0001	Cby2
NBRY_CBY3_0001	Cby3
NBRY_CC2D1A_0001	Cc2d1a
NBRY_CC2D1B_0001	Cc2d1b
NBRY_CC2D2A_0001	Cc2d2a
NBRY_CCAR1_0001	Ccar1
NBRY_CCAR2_0001	Ccar2
NBRY_CCBE1_0001	Ccbe1
NBRY_CCDC102A_0001	Ccdc102a
NBRY_CCDC105_0001	Ccdc105
NBRY_CCDC105_0002	Ccdc105
NBRY_CCDC106_0001	Ccdc106
NBRY_CCDC107_0001	Ccdc107
NBRY_CCDC112_0001	Ccdc112
NBRY_CCDC113_0001	Ccdc113
NBRY_CCDC115_0001	Ccdc115
NBRY_CCDC116_0001	Ccdc116
NBRY_CCDC117_0001	Ccdc117
NBRY_CCDC120_0001	Ccdc120
NBRY_CCDC121_0001	Ccdc121
NBRY_CCDC121_0002	Ccdc121
NBRY_CCDC121_0003	Ccdc121
NBRY_CCDC121_0004	Ccdc121
NBRY_CCDC124_0001	Ccdc124
NBRY_CCDC125_0001	Ccdc125
NBRY_CCDC126_0001	Ccdc126
NBRY_CCDC127_0001	Ccdc127
NBRY_CCDC12_0001	Ccdc12
NBRY_CCDC12_0002	Ccdc12
NBRY_CCDC12_0003	Ccdc12
NBRY_CCDC130_0001	Ccdc130
NBRY_CCDC137_0001	Ccdc137
NBRY_CCDC13_0001	Ccdc13
NBRY_CCDC141_0001	Ccdc141
NBRY_CCDC142_0001	Ccdc142
NBRY_CCDC148_0001	Ccdc148
NBRY_CCDC149_0001	Ccdc149
NBRY_CCDC14_0001	Ccdc14
NBRY_CCDC150_0001	Ccdc150
NBRY_CCDC150_0002	Ccdc150
NBRY_CCDC152_0001	Ccdc152
NBRY_CCDC153_0001	Ccdc153
NBRY_CCDC154_0001	Ccdc154
NBRY_CCDC157_0001	Ccdc157
NBRY_CCDC159_0001	Ccdc159
NBRY_CCDC15_0001	Ccdc15
NBRY_CCDC160_0001	Ccdc160
NBRY_CCDC162_0001	Ccdc162
NBRY_CCDC162_0002	Ccdc162
NBRY_CCDC162_0003	Ccdc162
NBRY_CCDC163_0001	Ccdc163
NBRY_CCDC166_0001	Ccdc166
NBRY_CCDC167_0001	Ccdc167
NBRY_CCDC169_0001	Ccdc169
NBRY_CCDC170_0001	Ccdc170
NBRY_CCDC170_0002	Ccdc170
NBRY_CCDC171_0001	Ccdc171
NBRY_CCDC171_0002	Ccdc171
NBRY_CCDC172_0001	Ccdc172
NBRY_CCDC172_0002	Ccdc172
NBRY_CCDC173_0001	Ccdc173
NBRY_CCDC174_0001	Ccdc174
NBRY_CCDC177_0001	Ccdc177
NBRY_CCDC17_0001	Ccdc17
NBRY_CCDC180_0001	Ccdc180
NBRY_CCDC180_0002	Ccdc180
NBRY_CCDC181_0001	Ccdc181
NBRY_CCDC182_0001	Ccdc182
NBRY_CCDC183_0001	Ccdc183
NBRY_CCDC184_0001	Ccdc184
NBRY_CCDC185_0001	Ccdc185
NBRY_CCDC186_0001	Ccdc186
NBRY_CCDC187_0001	Ccdc187
NBRY_CCDC188_0001	Ccdc188
NBRY_CCDC188_0002	Ccdc188
NBRY_CCDC189_0001	Ccdc189
NBRY_CCDC18_0001	Ccdc18
NBRY_CCDC190_0001	Ccdc190
NBRY_CCDC191_0001	Ccdc191
NBRY_CCDC192_0001	Ccdc192
NBRY_CCDC198_0001	ccdc198
NBRY_CCDC22_0001	Ccdc22
NBRY_CCDC24_0001	Ccdc24
NBRY_CCDC25_0001	Ccdc25
NBRY_CCDC28A_0001	Ccdc28a
NBRY_CCDC30_0001	Ccdc30
NBRY_CCDC32_0001	Ccdc32
NBRY_CCDC33_0001	Ccdc33
NBRY_CCDC33_0002	Ccdc33
NBRY_CCDC33_0003	Ccdc33
NBRY_CCDC34_0001	Ccdc34
NBRY_CCDC38_0001	Ccdc38
NBRY_CCDC39_0001	Ccdc39
NBRY_CCDC39_0002	Ccdc39
NBRY_CCDC3_0001	Ccdc3
NBRY_CCDC40_0001	Ccdc40
NBRY_CCDC42_0001	Ccdc42
NBRY_CCDC43_0001	Ccdc43
NBRY_CCDC47_0001	Ccdc47
NBRY_CCDC50_0001	Ccdc50
NBRY_CCDC51_0001	Ccdc51
NBRY_CCDC51_0002	Ccdc51
NBRY_CCDC51_0003	Ccdc51
NBRY_CCDC57_0001	Ccdc57
NBRY_CCDC58_0001	Ccdc58
NBRY_CCDC59_0001	Ccdc59
NBRY_CCDC60_0001	Ccdc60
NBRY_CCDC60_0002	Ccdc60
NBRY_CCDC65_0001	Ccdc65
NBRY_CCDC66_0001	Ccdc66
NBRY_CCDC68_0001	Ccdc68
NBRY_CCDC6_0001	Ccdc6
NBRY_CCDC71L_0001	Ccdc71l
NBRY_CCDC71_0001	Ccdc71
NBRY_CCDC73_0001	Ccdc73
NBRY_CCDC73_0002	Ccdc73
NBRY_CCDC73_0003	Ccdc73
NBRY_CCDC74A_0001	Ccdc74a
NBRY_CCDC77_0001	Ccdc77
NBRY_CCDC78_0001	Ccdc78
NBRY_CCDC80_0001	Ccdc80
NBRY_CCDC81_0001	Ccdc81
NBRY_CCDC82_0001	Ccdc82
NBRY_CCDC83_0001	Ccdc83
NBRY_CCDC84_0001	Ccdc84
NBRY_CCDC85A_0001	Ccdc85a
NBRY_CCDC85B_0001	Ccdc85b
NBRY_CCDC85C_0001	Ccdc85c
NBRY_CCDC86_0001	Ccdc86
